GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G53003500906012","2000","Washington","53","Kitsap","035",,,"090601","2",,,"Block Group 2",0,0,3,1,12,13,2,14,57,19,50,18,87,23,6,8,0,0,2,6,4,5,13,7,74,27,66,25,77,20,6,2
"G53003500906013","2000","Washington","53","Kitsap","035",,,"090601","3",,,"Block Group 3",2,0,6,10,12,0,8,13,180,59,99,18,105,14,7,8,0,2,5,8,4,20,15,16,127,49,112,56,116,25,4,3
"G53003500906014","2000","Washington","53","Kitsap","035",,,"090601","4",,,"Block Group 4",0,0,0,0,10,11,12,2,77,22,70,19,49,15,7,9,0,2,0,4,8,2,10,5,76,30,85,24,60,36,7,4
"G53003500906021","2000","Washington","53","Kitsap","035",,,"090602","1",,,"Block Group 1",0,0,0,4,4,6,11,6,121,36,89,39,68,25,6,1,0,0,0,2,4,2,2,14,95,58,108,27,77,36,3,0
"G53003500906022","2000","Washington","53","Kitsap","035",,,"090602","2",,,"Block Group 2",0,0,2,4,1,2,8,10,111,29,120,54,156,36,9,5,0,0,0,4,1,0,0,10,111,48,147,64,153,43,10,7
"G53003500907001","2000","Washington","53","Kitsap","035",,,"090700","1",,,"Block Group 1",0,0,0,0,0,0,0,0,22,12,47,19,163,68,26,18,0,0,0,0,0,0,0,0,19,14,65,13,173,64,13,7
"G53003500907002","2000","Washington","53","Kitsap","035",,,"090700","2",,,"Block Group 2",0,0,0,0,0,11,0,0,46,39,129,11,186,133,119,24,0,0,2,0,0,0,8,11,62,75,149,41,220,97,43,13
"G53003500907003","2000","Washington","53","Kitsap","035",,,"090700","3",,,"Block Group 3",0,0,0,0,0,5,0,0,50,11,126,45,130,122,42,7,0,0,0,7,7,15,0,4,84,25,156,33,216,90,32,15
"G53003500908001","2000","Washington","53","Kitsap","035",,,"090800","1",,,"Block Group 1",0,0,0,5,0,0,0,6,19,17,44,18,168,114,63,20,0,0,0,0,0,5,0,0,19,28,102,19,176,128,24,12
"G53003500908002","2000","Washington","53","Kitsap","035",,,"090800","2",,,"Block Group 2",0,0,0,0,0,0,0,7,8,6,54,7,127,36,24,6,0,0,0,0,0,0,0,0,24,32,18,23,127,59,14,0
"G53003500908003","2000","Washington","53","Kitsap","035",,,"090800","3",,,"Block Group 3",0,0,0,0,0,0,4,0,37,26,74,22,159,151,46,27,0,0,0,0,0,0,0,6,52,21,63,41,262,100,27,0
"G53003500909001","2000","Washington","53","Kitsap","035",,,"090900","1",,,"Block Group 1",0,0,0,10,0,23,15,15,155,43,203,39,306,140,83,16,0,0,0,10,12,6,19,35,136,94,285,111,531,194,18,22
"G53003500909002","2000","Washington","53","Kitsap","035",,,"090900","2",,,"Block Group 2",0,0,0,0,0,10,0,9,53,10,82,50,224,162,78,29,0,0,10,0,0,0,11,15,80,53,136,70,302,80,27,6
"G53003500910001","2000","Washington","53","Kitsap","035",,,"091000","1",,,"Block Group 1",0,0,0,8,0,0,0,11,51,28,229,59,306,146,108,14,0,0,20,6,0,0,0,13,134,44,160,93,343,169,45,30
"G53003500910002","2000","Washington","53","Kitsap","035",,,"091000","2",,,"Block Group 2",0,0,8,0,7,0,0,7,86,36,55,8,168,93,40,13,0,0,0,0,7,0,0,5,34,43,124,19,198,110,0,9
"G53003500910003","2000","Washington","53","Kitsap","035",,,"091000","3",,,"Block Group 3",0,0,0,0,0,0,0,0,47,31,102,0,172,50,55,7,0,0,0,5,9,0,0,5,58,60,61,17,235,86,6,0
"G53003500911001","2000","Washington","53","Kitsap","035",,,"091100","1",,,"Block Group 1",0,0,0,6,9,0,0,16,154,72,178,31,102,24,23,7,0,0,0,5,0,0,0,26,206,64,113,41,95,37,11,8
"G53003500911003","2000","Washington","53","Kitsap","035",,,"091100","3",,,"Block Group 3",9,0,0,23,0,0,13,27,129,113,182,95,196,48,17,0,0,0,0,0,9,9,12,55,189,80,209,84,117,12,7,0
"G53003500912012","2000","Washington","53","Kitsap","035",,,"091201","2",,,"Block Group 2",6,0,0,6,5,12,6,28,66,21,72,24,52,12,8,6,0,0,0,0,13,8,6,18,111,24,69,34,60,0,9,0
"G53003500912013","2000","Washington","53","Kitsap","035",,,"091201","3",,,"Block Group 3",6,0,0,0,0,3,0,9,145,42,232,100,144,53,23,0,0,9,0,0,0,10,17,27,209,106,171,103,106,21,18,0
"G53003500912031","2000","Washington","53","Kitsap","035",,,"091203","1",,,"Block Group 1",0,0,0,0,0,0,0,6,52,51,127,38,41,11,5,0,0,0,0,0,0,0,0,5,70,32,88,72,101,13,0,0
"G53003500912032","2000","Washington","53","Kitsap","035",,,"091203","2",,,"Block Group 2",0,0,0,8,0,0,0,9,253,140,240,91,214,81,9,13,0,0,7,6,0,6,8,44,247,95,198,62,174,59,8,6
"G53003500912033","2000","Washington","53","Kitsap","035",,,"091203","3",,,"Block Group 3",0,0,0,0,0,5,0,25,83,70,278,49,137,127,38,8,5,15,0,5,0,7,7,28,173,60,223,63,231,60,0,0
"G53003500912041","2000","Washington","53","Kitsap","035",,,"091204","1",,,"Block Group 1",0,0,0,0,0,0,0,10,11,10,17,21,24,18,0,0,0,0,0,0,0,10,0,22,37,43,59,0,23,0,0,0
"G53003500912042","2000","Washington","53","Kitsap","035",,,"091204","2",,,"Block Group 2",0,0,0,0,0,9,0,0,56,20,28,34,85,34,0,0,0,0,0,0,0,28,0,0,65,0,48,43,100,53,0,0
"G53003500912043","2000","Washington","53","Kitsap","035",,,"091204","3",,,"Block Group 3",0,0,0,6,8,8,0,0,35,5,35,11,38,5,6,5,0,0,0,0,0,0,6,0,55,21,76,0,50,0,14,0
"G53003500912044","2000","Washington","53","Kitsap","035",,,"091204","4",,,"Block Group 4",0,0,0,0,0,0,0,14,42,22,92,50,140,26,21,0,0,0,0,0,0,23,0,0,62,21,144,50,64,7,15,0
"G53003500913011","2000","Washington","53","Kitsap","035",,,"091301","1",,,"Block Group 1",0,0,0,0,0,39,0,23,43,41,42,34,46,33,21,0,0,0,0,0,0,0,0,0,84,35,47,44,64,11,0,0
"G53003500913012","2000","Washington","53","Kitsap","035",,,"091301","2",,,"Block Group 2",0,0,0,0,0,0,0,0,107,71,150,64,75,18,0,7,0,0,0,0,0,7,0,0,175,26,91,85,99,27,5,0
"G53003500913013","2000","Washington","53","Kitsap","035",,,"091301","3",,,"Block Group 3",0,0,0,0,0,8,0,0,153,63,38,40,64,40,20,0,0,0,0,0,0,0,0,7,112,89,38,56,77,10,0,0
"G53003500913021","2000","Washington","53","Kitsap","035",,,"091302","1",,,"Block Group 1",0,0,0,0,0,0,9,10,62,31,65,8,96,33,20,0,0,0,0,0,0,0,0,0,75,56,79,35,42,40,9,0
"G53003500913022","2000","Washington","53","Kitsap","035",,,"091302","2",,,"Block Group 2",0,0,0,0,0,0,0,4,27,59,99,30,126,86,0,0,0,0,5,8,0,0,18,1,59,49,78,70,129,44,0,0
"G53003500913023","2000","Washington","53","Kitsap","035",,,"091302","3",,,"Block Group 3",0,0,0,0,0,19,0,8,46,42,39,39,69,28,0,0,0,0,0,0,0,0,0,4,72,33,51,59,30,9,0,0
"G53003500913024","2000","Washington","53","Kitsap","035",,,"091302","4",,,"Block Group 4",0,0,0,0,15,0,0,0,54,28,82,33,22,0,33,12,0,0,0,0,11,0,0,0,68,12,74,18,43,18,7,0
"G53003500913025","2000","Washington","53","Kitsap","035",,,"091302","5",,,"Block Group 5",0,0,0,0,0,0,0,0,66,67,86,15,83,24,17,0,0,0,0,0,0,0,0,0,65,61,66,26,75,19,0,0
"G53003500914001","2000","Washington","53","Kitsap","035",,,"091400","1",,,"Block Group 1",0,0,16,0,14,0,7,0,192,38,153,60,166,65,26,16,0,0,6,10,0,0,6,28,229,39,156,42,148,71,4,0
"G53003500914002","2000","Washington","53","Kitsap","035",,,"091400","2",,,"Block Group 2",0,0,0,8,0,0,6,19,99,40,93,17,25,16,13,0,0,0,0,0,0,0,6,10,116,41,107,57,13,18,6,0
"G53003500915001","2000","Washington","53","Kitsap","035",,,"091500","1",,,"Block Group 1",7,0,5,17,0,13,4,5,195,62,196,78,172,73,10,14,0,0,22,0,16,21,5,19,208,82,201,67,241,20,0,8
"G53003500915002","2000","Washington","53","Kitsap","035",,,"091500","2",,,"Block Group 2",0,0,0,0,0,0,0,7,67,29,74,19,62,26,18,5,0,0,0,0,0,6,11,0,80,35,84,27,63,10,5,0
"G53003500916001","2000","Washington","53","Kitsap","035",,,"091600","1",,,"Block Group 1",25,0,0,15,24,15,42,11,342,156,262,142,182,50,27,0,17,8,24,62,27,31,11,34,443,150,282,179,146,61,26,0
"G53003500916002","2000","Washington","53","Kitsap","035",,,"091600","2",,,"Block Group 2",0,0,0,0,0,44,0,30,157,75,164,63,114,18,0,0,7,10,0,15,9,15,9,33,136,86,88,94,100,18,5,0
"G53003500917001","2000","Washington","53","Kitsap","035",,,"091700","1",,,"Block Group 1",0,0,0,0,0,0,0,18,63,9,67,26,149,13,0,0,0,0,0,0,0,8,0,0,123,48,66,31,48,0,20,0
"G53003500917002","2000","Washington","53","Kitsap","035",,,"091700","2",,,"Block Group 2",0,0,0,0,22,7,13,15,224,83,321,117,99,65,4,10,0,0,12,5,9,24,13,8,269,110,195,123,159,58,9,0
"G53003500917003","2000","Washington","53","Kitsap","035",,,"091700","3",,,"Block Group 3",4,10,7,0,7,0,13,23,198,66,251,136,124,16,16,0,0,9,11,0,10,52,29,10,341,91,164,149,85,8,4,0
"G53003500918001","2000","Washington","53","Kitsap","035",,,"091800","1",,,"Block Group 1",4,0,0,9,11,0,21,20,118,110,131,131,111,15,24,0,0,0,7,11,8,15,10,33,148,87,115,104,109,38,0,0
"G53003500918002","2000","Washington","53","Kitsap","035",,,"091800","2",,,"Block Group 2",9,0,6,5,5,0,5,5,61,12,59,13,52,0,11,0,0,0,0,5,0,5,0,18,78,45,56,5,61,14,19,0
"G53003500919001","2000","Washington","53","Kitsap","035",,,"091900","1",,,"Block Group 1",6,0,0,0,0,7,0,6,124,80,135,98,141,0,8,8,0,0,0,0,0,14,4,3,245,119,148,81,105,31,0,3
"G53003500919002","2000","Washington","53","Kitsap","035",,,"091900","2",,,"Block Group 2",0,0,0,9,0,0,0,9,71,42,106,29,55,55,0,13,5,0,0,0,0,9,4,22,84,39,44,49,78,15,0,0
"G53003500920001","2000","Washington","53","Kitsap","035",,,"092000","1",,,"Block Group 1",0,0,7,8,11,12,11,16,219,80,182,34,57,31,7,0,0,0,8,22,0,16,6,26,198,66,145,33,102,46,0,0
"G53003500920002","2000","Washington","53","Kitsap","035",,,"092000","2",,,"Block Group 2",0,0,0,11,0,18,0,36,221,91,252,113,99,37,22,0,5,0,0,9,0,41,17,27,209,142,175,87,77,24,0,0
"G53003500921001","2000","Washington","53","Kitsap","035",,,"092100","1",,,"Block Group 1",16,0,0,25,0,14,14,26,287,86,159,117,172,114,5,18,10,0,0,0,10,6,15,50,310,90,182,102,232,93,12,0
"G53003500921003","2000","Washington","53","Kitsap","035",,,"092100","3",,,"Block Group 3",0,0,8,29,0,30,17,27,217,74,95,38,31,4,0,0,9,9,8,0,0,22,42,30,281,35,59,62,35,6,5,0
"G53003500922001","2000","Washington","53","Kitsap","035",,,"092200","1",,,"Block Group 1",22,0,0,14,15,8,0,14,89,13,72,33,46,21,0,0,13,0,0,15,0,6,4,0,117,34,55,5,19,34,0,0
"G53003500922002","2000","Washington","53","Kitsap","035",,,"092200","2",,,"Block Group 2",0,0,0,0,7,81,10,120,263,63,167,48,118,26,8,0,11,0,0,7,0,20,34,9,182,38,91,80,80,38,0,0
"G53003500922003","2000","Washington","53","Kitsap","035",,,"092200","3",,,"Block Group 3",0,12,0,14,0,9,0,46,226,122,185,115,31,28,8,0,13,0,13,57,14,23,37,36,387,109,201,54,95,27,0,0
"G53003500923001","2000","Washington","53","Kitsap","035",,,"092300","1",,,"Block Group 1",0,0,0,6,8,9,21,30,231,82,168,92,18,26,0,0,0,0,0,14,9,53,23,7,358,80,100,58,94,35,19,0
"G53003500923002","2000","Washington","53","Kitsap","035",,,"092300","2",,,"Block Group 2",0,0,0,12,0,0,8,0,55,6,40,41,30,0,0,0,0,0,0,0,9,6,0,0,69,25,20,64,14,8,0,0
"G53003500923003","2000","Washington","53","Kitsap","035",,,"092300","3",,,"Block Group 3",0,0,6,17,18,9,19,8,236,85,132,39,35,9,0,0,0,0,0,23,14,24,25,0,209,69,172,46,60,10,0,0
"G53003500924001","2000","Washington","53","Kitsap","035",,,"092400","1",,,"Block Group 1",0,0,15,0,14,14,15,16,193,86,135,6,82,38,24,0,8,0,0,16,8,52,8,26,160,56,83,46,42,13,9,0
"G53003500924002","2000","Washington","53","Kitsap","035",,,"092400","2",,,"Block Group 2",0,0,0,0,0,0,7,0,32,23,54,15,21,0,0,0,0,0,0,16,17,9,0,0,97,42,76,22,21,7,0,0
"G53003500924003","2000","Washington","53","Kitsap","035",,,"092400","3",,,"Block Group 3",20,0,0,7,0,0,15,27,193,112,161,108,113,6,22,16,5,0,0,5,33,23,7,28,278,130,155,105,71,29,7,0
"G53003500924004","2000","Washington","53","Kitsap","035",,,"092400","4",,,"Block Group 4",0,0,0,0,0,6,0,11,72,23,76,42,43,11,0,0,8,0,15,0,0,0,12,11,77,59,64,42,32,0,0,0
"G53003500925001","2000","Washington","53","Kitsap","035",,,"092500","1",,,"Block Group 1",0,0,5,0,0,10,16,4,72,38,72,47,34,11,19,4,0,0,0,24,0,11,0,10,69,15,59,43,77,6,10,0
"G53003500925002","2000","Washington","53","Kitsap","035",,,"092500","2",,,"Block Group 2",6,0,0,6,5,14,12,20,176,43,110,10,46,21,5,0,0,0,0,0,30,8,14,28,130,74,102,27,50,15,7,8
"G53003500925003","2000","Washington","53","Kitsap","035",,,"092500","3",,,"Block Group 3",0,0,0,16,22,24,5,14,165,34,101,20,35,14,0,0,0,0,0,16,5,14,21,12,94,31,85,34,59,0,0,0
"G53003500925004","2000","Washington","53","Kitsap","035",,,"092500","4",,,"Block Group 4",0,6,0,0,0,0,0,15,97,41,147,26,43,20,0,0,0,0,0,0,0,15,25,8,124,26,80,39,38,34,12,0
"G53003500926001","2000","Washington","53","Kitsap","035",,,"092600","1",,,"Block Group 1",0,0,0,0,0,0,7,0,65,55,141,27,62,26,9,0,0,0,0,0,9,0,0,4,173,61,113,25,56,11,0,0
"G53003500926002","2000","Washington","53","Kitsap","035",,,"092600","2",,,"Block Group 2",0,0,0,0,11,0,3,8,110,52,100,63,99,59,14,19,0,0,0,0,4,0,0,0,116,32,133,103,102,50,5,0
"G53003500926003","2000","Washington","53","Kitsap","035",,,"092600","3",,,"Block Group 3",0,0,0,10,18,0,8,18,259,114,173,40,105,53,19,0,3,0,0,26,16,9,39,41,230,81,208,101,100,25,0,0
"G53003500926009","2000","Washington","53","Kitsap","035",,,"092600","9",,,"Block Group 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G53003500927001","2000","Washington","53","Kitsap","035",,,"092700","1",,,"Block Group 1",0,0,0,30,29,18,7,26,219,122,159,109,227,39,38,42,0,0,0,0,20,0,8,18,297,76,185,134,224,69,24,0
"G53003500927002","2000","Washington","53","Kitsap","035",,,"092700","2",,,"Block Group 2",9,0,13,18,49,7,10,17,323,101,319,166,198,113,0,13,15,0,3,11,15,45,24,21,328,135,309,130,188,96,22,7
"G53003500928011","2000","Washington","53","Kitsap","035",,,"092801","1",,,"Block Group 1",0,0,0,0,0,12,19,11,156,19,55,65,60,0,0,0,0,0,0,5,0,29,14,15,150,97,52,20,16,9,0,0
"G53003500928012","2000","Washington","53","Kitsap","035",,,"092801","2",,,"Block Group 2",0,0,0,0,0,0,0,0,101,58,105,75,88,0,5,0,13,0,0,0,0,7,0,0,165,39,68,63,69,16,10,0
"G53003500928013","2000","Washington","53","Kitsap","035",,,"092801","3",,,"Block Group 3",0,0,0,18,11,0,11,0,113,21,157,35,62,50,0,9,8,5,0,0,0,9,20,22,113,40,85,29,88,22,0,0
"G53003500928021","2000","Washington","53","Kitsap","035",,,"092802","1",,,"Block Group 1",0,0,0,0,9,17,0,14,91,38,102,87,66,29,0,0,0,0,0,7,8,11,0,26,109,63,67,62,33,23,0,0
"G53003500928022","2000","Washington","53","Kitsap","035",,,"092802","2",,,"Block Group 2",0,0,0,0,13,0,0,22,124,5,52,65,64,34,5,0,0,0,0,6,0,16,7,0,170,41,42,26,30,16,14,0
"G53003500928023","2000","Washington","53","Kitsap","035",,,"092802","3",,,"Block Group 3",0,0,0,0,5,0,14,18,176,22,131,28,61,9,0,0,0,0,0,10,0,7,0,7,141,14,103,32,23,0,15,9
"G53003500928031","2000","Washington","53","Kitsap","035",,,"092803","1",,,"Block Group 1",0,0,0,0,0,25,37,28,77,6,13,6,26,12,0,0,0,0,0,0,0,0,62,13,74,51,22,7,21,8,7,0
"G53003500928032","2000","Washington","53","Kitsap","035",,,"092803","2",,,"Block Group 2",0,0,0,9,10,11,10,0,44,0,61,22,59,0,7,0,0,0,0,9,0,0,17,18,77,44,30,11,36,14,8,0
"G53003500928033","2000","Washington","53","Kitsap","035",,,"092803","3",,,"Block Group 3",0,0,0,0,9,0,11,0,169,8,108,0,38,0,0,12,0,0,0,0,0,0,6,12,114,67,44,28,98,10,0,0
"G53003500929011","2000","Washington","53","Kitsap","035",,,"092901","1",,,"Block Group 1",0,0,0,6,4,0,0,0,67,77,60,29,46,12,0,21,0,0,0,0,8,0,0,28,50,44,112,18,70,8,8,9
"G53003500929012","2000","Washington","53","Kitsap","035",,,"092901","2",,,"Block Group 2",0,0,32,9,0,0,24,0,144,26,35,20,22,0,8,0,0,0,0,0,9,0,10,0,118,42,18,67,17,0,0,0
"G53003500929013","2000","Washington","53","Kitsap","035",,,"092901","3",,,"Block Group 3",0,0,0,0,0,11,12,0,98,27,55,15,39,0,11,0,0,0,0,0,11,0,20,12,122,57,47,24,17,10,0,0
"G53003500929014","2000","Washington","53","Kitsap","035",,,"092901","4",,,"Block Group 4",7,0,0,7,8,12,43,0,114,64,153,30,66,0,0,0,0,0,0,0,0,11,10,8,148,93,151,18,41,0,15,9
"G53003500929015","2000","Washington","53","Kitsap","035",,,"092901","5",,,"Block Group 5",0,0,0,8,0,7,0,18,20,5,32,22,35,0,0,0,0,0,0,19,8,0,0,7,54,9,7,10,35,7,0,0
"G53003500929021","2000","Washington","53","Kitsap","035",,,"092902","1",,,"Block Group 1",0,0,0,12,0,6,0,0,215,35,140,31,115,27,6,10,0,0,0,17,0,20,0,15,197,88,68,21,78,24,9,0
"G53003500929022","2000","Washington","53","Kitsap","035",,,"092902","2",,,"Block Group 2",0,0,0,0,0,23,6,7,89,68,63,16,19,5,0,0,0,0,0,7,0,20,21,0,100,39,141,20,14,0,7,0
"G53003500929023","2000","Washington","53","Kitsap","035",,,"092902","3",,,"Block Group 3",15,0,0,4,0,23,6,15,140,36,50,15,70,6,0,0,0,16,8,15,0,2,15,12,90,24,55,38,92,0,0,0
"G53003500929024","2000","Washington","53","Kitsap","035",,,"092902","4",,,"Block Group 4",0,0,0,18,0,0,9,12,59,30,98,0,0,8,0,0,0,0,0,17,0,19,0,13,74,61,53,8,12,18,0,0
"G53003709751001","2000","Washington","53","Kittitas","037",,,"975100","1",,,"Block Group 1",0,0,0,0,8,4,7,15,200,52,125,21,81,22,4,7,0,0,0,0,0,12,6,29,118,76,116,35,97,15,10,0
"G53003709751002","2000","Washington","53","Kittitas","037",,,"975100","2",,,"Block Group 2",0,0,5,14,5,8,5,9,174,16,66,16,42,0,3,4,0,0,0,11,10,16,16,7,169,40,79,12,32,0,4,3
"G53003709751003","2000","Washington","53","Kittitas","037",,,"975100","3",,,"Block Group 3",2,0,5,18,13,7,7,15,247,29,98,20,48,22,13,0,0,0,0,4,18,20,9,33,195,27,99,13,94,19,3,2
"G53003709751004","2000","Washington","53","Kittitas","037",,,"975100","4",,,"Block Group 4",0,0,4,19,6,19,8,10,65,25,18,4,17,4,0,0,0,0,0,13,26,30,0,6,112,20,25,4,8,6,0,0
"G53003709751005","2000","Washington","53","Kittitas","037",,,"975100","5",,,"Block Group 5",0,5,0,12,4,8,0,5,126,13,30,22,22,5,0,0,0,0,0,0,0,15,0,0,131,21,75,4,30,4,5,0
"G53003709752001","2000","Washington","53","Kittitas","037",,,"975200","1",,,"Block Group 1",0,0,0,26,38,49,20,20,273,77,140,22,51,23,8,0,0,0,5,2,7,18,24,21,227,89,156,22,71,37,0,6
"G53003709752002","2000","Washington","53","Kittitas","037",,,"975200","2",,,"Block Group 2",0,2,2,7,1,1,11,5,98,33,47,16,85,16,16,19,0,0,0,7,2,3,12,5,85,32,81,25,102,15,0,6
"G53003709752003","2000","Washington","53","Kittitas","037",,,"975200","3",,,"Block Group 3",0,1,2,3,11,5,3,6,113,15,66,14,93,64,5,26,0,0,1,0,5,5,7,2,105,28,95,13,84,54,7,21
"G53003709753001","2000","Washington","53","Kittitas","037",,,"975300","1",,,"Block Group 1",3,0,0,20,3,0,16,38,139,36,73,18,86,44,4,0,6,0,0,7,1,11,21,12,181,40,38,51,73,15,3,0
"G53003709753002","2000","Washington","53","Kittitas","037",,,"975300","2",,,"Block Group 2",0,0,0,10,12,6,12,18,210,42,76,19,82,35,12,30,0,0,0,0,5,10,13,0,181,49,104,26,106,38,7,5
"G53003709754011","2000","Washington","53","Kittitas","037",,,"975401","1",,,"Block Group 1",0,0,11,0,0,0,0,0,9,0,66,55,57,0,0,25,0,0,8,0,0,0,0,0,35,7,68,23,85,22,18,0
"G53003709754012","2000","Washington","53","Kittitas","037",,,"975401","2",,,"Block Group 2",0,0,0,25,0,0,0,0,110,4,35,59,111,29,18,35,0,0,0,5,0,9,6,0,132,67,69,21,48,24,13,17
"G53003709754013","2000","Washington","53","Kittitas","037",,,"975401","3",,,"Block Group 3",0,0,11,0,0,10,0,0,47,0,27,18,21,5,0,5,0,0,0,0,0,6,0,17,17,0,17,14,36,8,0,0
"G53003709754014","2000","Washington","53","Kittitas","037",,,"975401","4",,,"Block Group 4",0,0,0,0,0,0,0,0,0,0,20,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0
"G53003709754021","2000","Washington","53","Kittitas","037",,,"975402","1",,,"Block Group 1",0,0,26,8,0,8,0,22,161,33,86,0,96,0,7,17,0,0,14,27,0,10,39,6,222,48,85,28,98,46,9,0
"G53003709754022","2000","Washington","53","Kittitas","037",,,"975402","2",,,"Block Group 2",7,0,10,29,0,0,21,16,57,5,17,28,64,0,0,11,0,0,0,26,16,0,11,15,104,0,70,68,60,9,0,0
"G53003709754023","2000","Washington","53","Kittitas","037",,,"975402","3",,,"Block Group 3",0,0,0,21,0,13,9,0,59,26,41,12,44,47,0,10,0,0,0,0,0,10,0,7,84,15,76,12,66,19,0,0
"G53003709754024","2000","Washington","53","Kittitas","037",,,"975402","4",,,"Block Group 4",0,0,0,8,0,0,0,0,63,8,26,0,52,25,19,14,0,0,0,0,16,0,0,0,59,9,33,6,64,46,0,5
"G53003709754025","2000","Washington","53","Kittitas","037",,,"975402","5",,,"Block Group 5",0,0,0,16,0,7,6,16,27,31,40,9,42,18,0,15,0,0,0,0,0,9,0,0,68,16,40,4,43,34,0,0
"G53003709755001","2000","Washington","53","Kittitas","037",,,"975500","1",,,"Block Group 1",0,0,8,18,5,13,6,19,128,29,60,18,47,20,0,12,6,0,0,0,6,6,0,21,96,34,86,21,83,14,5,0
"G53003709755002","2000","Washington","53","Kittitas","037",,,"975500","2",,,"Block Group 2",11,0,28,7,0,7,0,12,25,7,45,45,86,14,21,44,0,0,0,0,0,4,17,0,66,5,35,16,61,51,0,18
"G53003709755003","2000","Washington","53","Kittitas","037",,,"975500","3",,,"Block Group 3",0,0,6,0,10,24,0,13,88,12,45,16,72,12,0,17,0,0,5,7,10,0,21,25,76,54,67,14,85,25,0,0
"G53003709756001","2000","Washington","53","Kittitas","037",,,"975600","1",,,"Block Group 1",0,0,0,0,0,10,0,0,19,17,15,5,35,10,0,17,15,0,0,0,0,5,0,0,5,0,9,13,12,43,0,15
"G53003709756002","2000","Washington","53","Kittitas","037",,,"975600","2",,,"Block Group 2",0,0,0,0,12,11,11,13,44,18,33,7,17,8,0,0,0,0,0,0,0,0,0,0,41,0,12,27,14,12,5,11
"G53003709756003","2000","Washington","53","Kittitas","037",,,"975600","3",,,"Block Group 3",0,0,0,7,0,8,0,7,52,8,46,0,20,19,0,0,0,0,0,9,0,7,0,0,27,14,53,22,26,4,0,0
"G53003709756004","2000","Washington","53","Kittitas","037",,,"975600","4",,,"Block Group 4",9,20,0,9,0,24,0,7,53,9,7,8,22,14,0,0,0,7,13,6,0,13,0,8,71,30,18,5,27,0,0,0
"G53003709757001","2000","Washington","53","Kittitas","037",,,"975700","1",,,"Block Group 1",3,2,5,13,8,14,4,14,157,17,28,13,33,29,7,16,0,4,10,11,4,12,5,7,142,36,71,7,40,35,0,0
"G53003709757002","2000","Washington","53","Kittitas","037",,,"975700","2",,,"Block Group 2",3,0,12,4,3,7,5,8,91,9,34,4,28,9,0,0,0,0,0,2,4,7,4,18,111,17,27,15,22,4,0,0
"G53003709757003","2000","Washington","53","Kittitas","037",,,"975700","3",,,"Block Group 3",1,0,10,10,17,0,15,0,144,42,59,51,104,23,3,3,7,0,0,3,9,2,7,3,145,51,82,27,95,21,0,0
"G53003909501001","2000","Washington","53","Klickitat","039",,,"950100","1",,,"Block Group 1",2,18,15,2,9,9,2,3,84,21,17,12,53,11,0,0,0,9,3,9,5,9,4,2,64,18,51,34,17,8,2,0
"G53003909501002","2000","Washington","53","Klickitat","039",,,"950100","2",,,"Block Group 2",1,0,0,0,0,6,15,3,84,7,23,16,20,5,0,0,0,0,0,0,0,4,3,0,78,18,34,12,14,5,0,2
"G53003909501003","2000","Washington","53","Klickitat","039",,,"950100","3",,,"Block Group 3",0,0,0,58,8,4,13,7,211,50,56,16,55,19,23,0,20,0,0,21,0,12,22,4,184,2,106,31,56,0,0,0
"G53003909501004","2000","Washington","53","Klickitat","039",,,"950100","4",,,"Block Group 4",0,0,0,0,0,0,33,16,95,68,112,0,63,16,20,5,0,9,0,7,10,13,5,23,225,43,121,18,102,9,0,8
"G53003909501005","2000","Washington","53","Klickitat","039",,,"950100","5",,,"Block Group 5",6,12,0,14,19,18,27,21,141,34,28,33,62,14,0,0,5,6,0,6,0,8,29,21,110,34,81,36,0,0,9,0
"G53003909501006","2000","Washington","53","Klickitat","039",,,"950100","6",,,"Block Group 6",0,0,19,3,0,0,0,0,52,52,13,50,0,0,0,0,0,10,0,7,0,0,10,10,114,0,23,10,11,0,0,0
"G53003909501007","2000","Washington","53","Klickitat","039",,,"950100","7",,,"Block Group 7",0,0,0,12,0,0,0,6,37,53,53,10,18,0,0,0,0,0,31,9,4,8,0,9,77,31,8,32,18,11,1,0
"G53003909501008","2000","Washington","53","Klickitat","039",,,"950100","8",,,"Block Group 8",0,0,0,26,15,6,12,21,175,24,106,38,74,26,0,0,0,0,0,25,14,40,15,22,194,17,101,25,72,7,12,0
"G53003909502001","2000","Washington","53","Klickitat","039",,,"950200","1",,,"Block Group 1",0,0,0,12,14,16,8,6,114,24,52,15,37,6,1,0,0,0,5,3,12,11,19,12,127,24,40,4,21,13,2,0
