name,regionid,year,major_offense_type,count
Eliot,271085,2010,Trespass,36
Eliot,271085,2010,Vandalism,60
Eliot,271085,2010,Weapons,4
Eliot,271085,2011,Aggravated Assault,17
Eliot,271085,2011,Arson,1
Eliot,271085,2011,"Assault, Simple",40
Eliot,271085,2011,Burglary,42
Eliot,271085,2011,Curfew,
Eliot,271085,2011,Disorderly Conduct,35
Eliot,271085,2011,Drugs,33
Eliot,271085,2011,DUII,21
Eliot,271085,2011,Embezzlement,2
Eliot,271085,2011,Forgery,9
Eliot,271085,2011,Fraud,16
Eliot,271085,2011,Gambling,
Eliot,271085,2011,Homicide,
Eliot,271085,2011,Kidnap,
Eliot,271085,2011,Larceny,278
Eliot,271085,2011,Liquor Laws,87
Eliot,271085,2011,Motor Vehicle Theft,39
Eliot,271085,2011,Offenses Against Family,
Eliot,271085,2011,Prostitution,
Eliot,271085,2011,Rape,
Eliot,271085,2011,Robbery,10
Eliot,271085,2011,Runaway,1
Eliot,271085,2011,Sex Offenses,
Eliot,271085,2011,Stolen Property,
Eliot,271085,2011,Trespass,52
Eliot,271085,2011,Vandalism,51
Eliot,271085,2011,Weapons,4
Eliot,271085,2012,Aggravated Assault,21
Eliot,271085,2012,Arson,
Eliot,271085,2012,"Assault, Simple",45
Eliot,271085,2012,Burglary,42
Eliot,271085,2012,Curfew,1
Eliot,271085,2012,Disorderly Conduct,62
Eliot,271085,2012,Drugs,36
Eliot,271085,2012,DUII,32
Eliot,271085,2012,Embezzlement,4
Eliot,271085,2012,Forgery,7
Eliot,271085,2012,Fraud,28
Eliot,271085,2012,Gambling,
Eliot,271085,2012,Homicide,
Eliot,271085,2012,Kidnap,1
Eliot,271085,2012,Larceny,351
Eliot,271085,2012,Liquor Laws,123
Eliot,271085,2012,Motor Vehicle Theft,32
Eliot,271085,2012,Offenses Against Family,
Eliot,271085,2012,Prostitution,
Eliot,271085,2012,Rape,
Eliot,271085,2012,Robbery,20
Eliot,271085,2012,Runaway,
Eliot,271085,2012,Sex Offenses,
Eliot,271085,2012,Stolen Property,
Eliot,271085,2012,Trespass,69
Eliot,271085,2012,Vandalism,72
Eliot,271085,2012,Weapons,4
Eliot,271085,2013,Aggravated Assault,17
Eliot,271085,2013,Arson,2
Eliot,271085,2013,"Assault, Simple",37
Eliot,271085,2013,Burglary,63
Eliot,271085,2013,Curfew,
Eliot,271085,2013,Disorderly Conduct,50
Eliot,271085,2013,Drugs,26
Eliot,271085,2013,DUII,27
Eliot,271085,2013,Embezzlement,1
Eliot,271085,2013,Forgery,4
Eliot,271085,2013,Fraud,22
Eliot,271085,2013,Gambling,
Eliot,271085,2013,Homicide,1
Eliot,271085,2013,Kidnap,
Eliot,271085,2013,Larceny,322
Eliot,271085,2013,Liquor Laws,80
Eliot,271085,2013,Motor Vehicle Theft,50
Eliot,271085,2013,Offenses Against Family,1
Eliot,271085,2013,Prostitution,
Eliot,271085,2013,Rape,1
Eliot,271085,2013,Robbery,5
Eliot,271085,2013,Runaway,1
Eliot,271085,2013,Sex Offenses,
Eliot,271085,2013,Stolen Property,
Eliot,271085,2013,Trespass,41
Eliot,271085,2013,Vandalism,72
Eliot,271085,2013,Weapons,5
Eliot,271085,2014,Aggravated Assault,18
Eliot,271085,2014,Arson,
Eliot,271085,2014,"Assault, Simple",39
Eliot,271085,2014,Burglary,80
Eliot,271085,2014,Curfew,
Eliot,271085,2014,Disorderly Conduct,34
Eliot,271085,2014,Drugs,23
Eliot,271085,2014,DUII,17
Eliot,271085,2014,Embezzlement,2
Eliot,271085,2014,Forgery,5
Eliot,271085,2014,Fraud,27
Eliot,271085,2014,Gambling,
Eliot,271085,2014,Homicide,
Eliot,271085,2014,Kidnap,
Eliot,271085,2014,Larceny,470
Eliot,271085,2014,Liquor Laws,40
Eliot,271085,2014,Motor Vehicle Theft,37
Eliot,271085,2014,Offenses Against Family,
Eliot,271085,2014,Prostitution,1
Eliot,271085,2014,Rape,1
Eliot,271085,2014,Robbery,10
Eliot,271085,2014,Runaway,
Eliot,271085,2014,Sex Offenses,
Eliot,271085,2014,Stolen Property,1
Eliot,271085,2014,Trespass,54
Eliot,271085,2014,Vandalism,70
Eliot,271085,2014,Weapons,1
Far Southwest,271087,2004,Aggravated Assault,3
Far Southwest,271087,2004,Arson,
Far Southwest,271087,2004,"Assault, Simple",1
Far Southwest,271087,2004,Burglary,10
Far Southwest,271087,2004,Curfew,1
Far Southwest,271087,2004,Disorderly Conduct,5
Far Southwest,271087,2004,Drugs,1
Far Southwest,271087,2004,DUII,5
Far Southwest,271087,2004,Embezzlement,
Far Southwest,271087,2004,Forgery,
Far Southwest,271087,2004,Fraud,5
Far Southwest,271087,2004,Gambling,
Far Southwest,271087,2004,Homicide,
Far Southwest,271087,2004,Kidnap,
Far Southwest,271087,2004,Larceny,49
Far Southwest,271087,2004,Liquor Laws,
Far Southwest,271087,2004,Motor Vehicle Theft,6
Far Southwest,271087,2004,Offenses Against Family,
Far Southwest,271087,2004,Prostitution,
Far Southwest,271087,2004,Rape,
Far Southwest,271087,2004,Robbery,2
Far Southwest,271087,2004,Runaway,
Far Southwest,271087,2004,Sex Offenses,
Far Southwest,271087,2004,Stolen Property,
Far Southwest,271087,2004,Trespass,1
Far Southwest,271087,2004,Vandalism,13
Far Southwest,271087,2004,Weapons,
Far Southwest,271087,2005,Aggravated Assault,9
Far Southwest,271087,2005,Arson,
Far Southwest,271087,2005,"Assault, Simple",19
Far Southwest,271087,2005,Burglary,61
Far Southwest,271087,2005,Curfew,1
Far Southwest,271087,2005,Disorderly Conduct,36
Far Southwest,271087,2005,Drugs,16
Far Southwest,271087,2005,DUII,17
Far Southwest,271087,2005,Embezzlement,2
Far Southwest,271087,2005,Forgery,7
Far Southwest,271087,2005,Fraud,33
Far Southwest,271087,2005,Gambling,
Far Southwest,271087,2005,Homicide,
Far Southwest,271087,2005,Kidnap,
Far Southwest,271087,2005,Larceny,317
Far Southwest,271087,2005,Liquor Laws,5
Far Southwest,271087,2005,Motor Vehicle Theft,17
Far Southwest,271087,2005,Offenses Against Family,
Far Southwest,271087,2005,Prostitution,1
Far Southwest,271087,2005,Rape,1
Far Southwest,271087,2005,Robbery,2
Far Southwest,271087,2005,Runaway,
Far Southwest,271087,2005,Sex Offenses,
Far Southwest,271087,2005,Stolen Property,
Far Southwest,271087,2005,Trespass,22
Far Southwest,271087,2005,Vandalism,121
Far Southwest,271087,2005,Weapons,2
Far Southwest,271087,2006,Aggravated Assault,9
Far Southwest,271087,2006,Arson,
Far Southwest,271087,2006,"Assault, Simple",17
Far Southwest,271087,2006,Burglary,67
Far Southwest,271087,2006,Curfew,
Far Southwest,271087,2006,Disorderly Conduct,24
Far Southwest,271087,2006,Drugs,20
Far Southwest,271087,2006,DUII,28
Far Southwest,271087,2006,Embezzlement,2
Far Southwest,271087,2006,Forgery,19
Far Southwest,271087,2006,Fraud,27
Far Southwest,271087,2006,Gambling,
Far Southwest,271087,2006,Homicide,1
Far Southwest,271087,2006,Kidnap,
Far Southwest,271087,2006,Larceny,347
Far Southwest,271087,2006,Liquor Laws,5
Far Southwest,271087,2006,Motor Vehicle Theft,16
Far Southwest,271087,2006,Offenses Against Family,
Far Southwest,271087,2006,Prostitution,
Far Southwest,271087,2006,Rape,
Far Southwest,271087,2006,Robbery,6
Far Southwest,271087,2006,Runaway,
Far Southwest,271087,2006,Sex Offenses,
Far Southwest,271087,2006,Stolen Property,
Far Southwest,271087,2006,Trespass,24
Far Southwest,271087,2006,Vandalism,126
Far Southwest,271087,2006,Weapons,1
Far Southwest,271087,2007,Aggravated Assault,11
Far Southwest,271087,2007,Arson,1
Far Southwest,271087,2007,"Assault, Simple",10
Far Southwest,271087,2007,Burglary,73
Far Southwest,271087,2007,Curfew,1
Far Southwest,271087,2007,Disorderly Conduct,18
Far Southwest,271087,2007,Drugs,11
Far Southwest,271087,2007,DUII,34
Far Southwest,271087,2007,Embezzlement,
Far Southwest,271087,2007,Forgery,5
Far Southwest,271087,2007,Fraud,14
Far Southwest,271087,2007,Gambling,
Far Southwest,271087,2007,Homicide,
Far Southwest,271087,2007,Kidnap,1
Far Southwest,271087,2007,Larceny,221
Far Southwest,271087,2007,Liquor Laws,6
Far Southwest,271087,2007,Motor Vehicle Theft,25
Far Southwest,271087,2007,Offenses Against Family,
Far Southwest,271087,2007,Prostitution,
Far Southwest,271087,2007,Rape,1
Far Southwest,271087,2007,Robbery,8
Far Southwest,271087,2007,Runaway,
Far Southwest,271087,2007,Sex Offenses,
Far Southwest,271087,2007,Stolen Property,
Far Southwest,271087,2007,Trespass,23
Far Southwest,271087,2007,Vandalism,128
Far Southwest,271087,2007,Weapons,1
Far Southwest,271087,2008,Aggravated Assault,6
Far Southwest,271087,2008,Arson,
Far Southwest,271087,2008,"Assault, Simple",18
Far Southwest,271087,2008,Burglary,38
Far Southwest,271087,2008,Curfew,
Far Southwest,271087,2008,Disorderly Conduct,26
Far Southwest,271087,2008,Drugs,10
Far Southwest,271087,2008,DUII,21
Far Southwest,271087,2008,Embezzlement,5
Far Southwest,271087,2008,Forgery,4
Far Southwest,271087,2008,Fraud,21
Far Southwest,271087,2008,Gambling,
Far Southwest,271087,2008,Homicide,
Far Southwest,271087,2008,Kidnap,
Far Southwest,271087,2008,Larceny,254
Far Southwest,271087,2008,Liquor Laws,4
Far Southwest,271087,2008,Motor Vehicle Theft,9
Far Southwest,271087,2008,Offenses Against Family,
Far Southwest,271087,2008,Prostitution,
Far Southwest,271087,2008,Rape,
Far Southwest,271087,2008,Robbery,4
Far Southwest,271087,2008,Runaway,
Far Southwest,271087,2008,Sex Offenses,1
Far Southwest,271087,2008,Stolen Property,
Far Southwest,271087,2008,Trespass,21
Far Southwest,271087,2008,Vandalism,123
Far Southwest,271087,2008,Weapons,1
Far Southwest,271087,2009,Aggravated Assault,15
Far Southwest,271087,2009,Arson,
Far Southwest,271087,2009,"Assault, Simple",11
Far Southwest,271087,2009,Burglary,47
Far Southwest,271087,2009,Curfew,
Far Southwest,271087,2009,Disorderly Conduct,23
Far Southwest,271087,2009,Drugs,9
Far Southwest,271087,2009,DUII,20
Far Southwest,271087,2009,Embezzlement,
Far Southwest,271087,2009,Forgery,4
Far Southwest,271087,2009,Fraud,19
Far Southwest,271087,2009,Gambling,
Far Southwest,271087,2009,Homicide,
Far Southwest,271087,2009,Kidnap,
Far Southwest,271087,2009,Larceny,236
Far Southwest,271087,2009,Liquor Laws,4
Far Southwest,271087,2009,Motor Vehicle Theft,16
Far Southwest,271087,2009,Offenses Against Family,
Far Southwest,271087,2009,Prostitution,
Far Southwest,271087,2009,Rape,
Far Southwest,271087,2009,Robbery,5
Far Southwest,271087,2009,Runaway,
Far Southwest,271087,2009,Sex Offenses,
Far Southwest,271087,2009,Stolen Property,1
Far Southwest,271087,2009,Trespass,14
Far Southwest,271087,2009,Vandalism,134
Far Southwest,271087,2009,Weapons,
Far Southwest,271087,2010,Aggravated Assault,9
Far Southwest,271087,2010,Arson,
Far Southwest,271087,2010,"Assault, Simple",12
Far Southwest,271087,2010,Burglary,33
Far Southwest,271087,2010,Curfew,1
Far Southwest,271087,2010,Disorderly Conduct,19
Far Southwest,271087,2010,Drugs,11
Far Southwest,271087,2010,DUII,19
Far Southwest,271087,2010,Embezzlement,3
Far Southwest,271087,2010,Forgery,6
Far Southwest,271087,2010,Fraud,15
Far Southwest,271087,2010,Gambling,
Far Southwest,271087,2010,Homicide,
Far Southwest,271087,2010,Kidnap,
Far Southwest,271087,2010,Larceny,238
Far Southwest,271087,2010,Liquor Laws,3
Far Southwest,271087,2010,Motor Vehicle Theft,13
Far Southwest,271087,2010,Offenses Against Family,
Far Southwest,271087,2010,Prostitution,
Far Southwest,271087,2010,Rape,
Far Southwest,271087,2010,Robbery,9
Far Southwest,271087,2010,Runaway,
Far Southwest,271087,2010,Sex Offenses,1
Far Southwest,271087,2010,Stolen Property,1
Far Southwest,271087,2010,Trespass,16
Far Southwest,271087,2010,Vandalism,132
Far Southwest,271087,2010,Weapons,3
Far Southwest,271087,2011,Aggravated Assault,10
Far Southwest,271087,2011,Arson,1
Far Southwest,271087,2011,"Assault, Simple",15
Far Southwest,271087,2011,Burglary,56
Far Southwest,271087,2011,Curfew,
Far Southwest,271087,2011,Disorderly Conduct,20
Far Southwest,271087,2011,Drugs,9
Far Southwest,271087,2011,DUII,20
Far Southwest,271087,2011,Embezzlement,2
Far Southwest,271087,2011,Forgery,11
Far Southwest,271087,2011,Fraud,16
Far Southwest,271087,2011,Gambling,
Far Southwest,271087,2011,Homicide,
Far Southwest,271087,2011,Kidnap,
Far Southwest,271087,2011,Larceny,254
Far Southwest,271087,2011,Liquor Laws,11
Far Southwest,271087,2011,Motor Vehicle Theft,12
Far Southwest,271087,2011,Offenses Against Family,
Far Southwest,271087,2011,Prostitution,
Far Southwest,271087,2011,Rape,1
Far Southwest,271087,2011,Robbery,7
Far Southwest,271087,2011,Runaway,
Far Southwest,271087,2011,Sex Offenses,
Far Southwest,271087,2011,Stolen Property,
Far Southwest,271087,2011,Trespass,23
Far Southwest,271087,2011,Vandalism,119
Far Southwest,271087,2011,Weapons,
Far Southwest,271087,2012,Aggravated Assault,9
Far Southwest,271087,2012,Arson,
Far Southwest,271087,2012,"Assault, Simple",5
Far Southwest,271087,2012,Burglary,85
Far Southwest,271087,2012,Curfew,
Far Southwest,271087,2012,Disorderly Conduct,24
Far Southwest,271087,2012,Drugs,5
Far Southwest,271087,2012,DUII,30
Far Southwest,271087,2012,Embezzlement,2
Far Southwest,271087,2012,Forgery,8
Far Southwest,271087,2012,Fraud,13
Far Southwest,271087,2012,Gambling,
Far Southwest,271087,2012,Homicide,
Far Southwest,271087,2012,Kidnap,
Far Southwest,271087,2012,Larceny,258
Far Southwest,271087,2012,Liquor Laws,1
Far Southwest,271087,2012,Motor Vehicle Theft,44
Far Southwest,271087,2012,Offenses Against Family,
Far Southwest,271087,2012,Prostitution,
Far Southwest,271087,2012,Rape,
Far Southwest,271087,2012,Robbery,6
Far Southwest,271087,2012,Runaway,
Far Southwest,271087,2012,Sex Offenses,
Far Southwest,271087,2012,Stolen Property,
Far Southwest,271087,2012,Trespass,22
Far Southwest,271087,2012,Vandalism,152
Far Southwest,271087,2012,Weapons,
Far Southwest,271087,2013,Aggravated Assault,5
Far Southwest,271087,2013,Arson,
Far Southwest,271087,2013,"Assault, Simple",8
Far Southwest,271087,2013,Burglary,56
Far Southwest,271087,2013,Curfew,
Far Southwest,271087,2013,Disorderly Conduct,26
Far Southwest,271087,2013,Drugs,9
Far Southwest,271087,2013,DUII,12
Far Southwest,271087,2013,Embezzlement,2
Far Southwest,271087,2013,Forgery,8
Far Southwest,271087,2013,Fraud,27
Far Southwest,271087,2013,Gambling,
Far Southwest,271087,2013,Homicide,1
Far Southwest,271087,2013,Kidnap,
Far Southwest,271087,2013,Larceny,223
Far Southwest,271087,2013,Liquor Laws,2
Far Southwest,271087,2013,Motor Vehicle Theft,26
Far Southwest,271087,2013,Offenses Against Family,
Far Southwest,271087,2013,Prostitution,
Far Southwest,271087,2013,Rape,
Far Southwest,271087,2013,Robbery,3
Far Southwest,271087,2013,Runaway,
Far Southwest,271087,2013,Sex Offenses,1
Far Southwest,271087,2013,Stolen Property,
Far Southwest,271087,2013,Trespass,14
Far Southwest,271087,2013,Vandalism,142
Far Southwest,271087,2013,Weapons,
Far Southwest,271087,2014,Aggravated Assault,7
Far Southwest,271087,2014,Arson,
Far Southwest,271087,2014,"Assault, Simple",9
Far Southwest,271087,2014,Burglary,38
Far Southwest,271087,2014,Curfew,
Far Southwest,271087,2014,Disorderly Conduct,15
Far Southwest,271087,2014,Drugs,5
Far Southwest,271087,2014,DUII,13
Far Southwest,271087,2014,Embezzlement,3
Far Southwest,271087,2014,Forgery,4
Far Southwest,271087,2014,Fraud,41
Far Southwest,271087,2014,Gambling,
Far Southwest,271087,2014,Homicide,
Far Southwest,271087,2014,Kidnap,
Far Southwest,271087,2014,Larceny,169
Far Southwest,271087,2014,Liquor Laws,1
Far Southwest,271087,2014,Motor Vehicle Theft,12
Far Southwest,271087,2014,Offenses Against Family,
Far Southwest,271087,2014,Prostitution,
Far Southwest,271087,2014,Rape,
Far Southwest,271087,2014,Robbery,1
Far Southwest,271087,2014,Runaway,1
Far Southwest,271087,2014,Sex Offenses,
Far Southwest,271087,2014,Stolen Property,
Far Southwest,271087,2014,Trespass,13
Far Southwest,271087,2014,Vandalism,84
Far Southwest,271087,2014,Weapons,
Five Oaks,271089,2004,Aggravated Assault,
Five Oaks,271089,2004,Arson,
Five Oaks,271089,2004,"Assault, Simple",
Five Oaks,271089,2004,Burglary,
Five Oaks,271089,2004,Curfew,
Five Oaks,271089,2004,Disorderly Conduct,
Five Oaks,271089,2004,Drugs,
Five Oaks,271089,2004,DUII,
Five Oaks,271089,2004,Embezzlement,
Five Oaks,271089,2004,Forgery,
Five Oaks,271089,2004,Fraud,
Five Oaks,271089,2004,Gambling,
Five Oaks,271089,2004,Homicide,
Five Oaks,271089,2004,Kidnap,
Five Oaks,271089,2004,Larceny,
Five Oaks,271089,2004,Liquor Laws,
Five Oaks,271089,2004,Motor Vehicle Theft,
Five Oaks,271089,2004,Offenses Against Family,
Five Oaks,271089,2004,Prostitution,
Five Oaks,271089,2004,Rape,
Five Oaks,271089,2004,Robbery,
Five Oaks,271089,2004,Runaway,
Five Oaks,271089,2004,Sex Offenses,
Five Oaks,271089,2004,Stolen Property,
Five Oaks,271089,2004,Trespass,
Five Oaks,271089,2004,Vandalism,
Five Oaks,271089,2004,Weapons,
Five Oaks,271089,2005,Aggravated Assault,
Five Oaks,271089,2005,Arson,
Five Oaks,271089,2005,"Assault, Simple",
Five Oaks,271089,2005,Burglary,
Five Oaks,271089,2005,Curfew,
Five Oaks,271089,2005,Disorderly Conduct,
Five Oaks,271089,2005,Drugs,
Five Oaks,271089,2005,DUII,
Five Oaks,271089,2005,Embezzlement,
Five Oaks,271089,2005,Forgery,
Five Oaks,271089,2005,Fraud,
Five Oaks,271089,2005,Gambling,
Five Oaks,271089,2005,Homicide,
Five Oaks,271089,2005,Kidnap,
Five Oaks,271089,2005,Larceny,
Five Oaks,271089,2005,Liquor Laws,
Five Oaks,271089,2005,Motor Vehicle Theft,
Five Oaks,271089,2005,Offenses Against Family,
Five Oaks,271089,2005,Prostitution,
Five Oaks,271089,2005,Rape,
Five Oaks,271089,2005,Robbery,
Five Oaks,271089,2005,Runaway,
Five Oaks,271089,2005,Sex Offenses,
Five Oaks,271089,2005,Stolen Property,
Five Oaks,271089,2005,Trespass,
Five Oaks,271089,2005,Vandalism,
Five Oaks,271089,2005,Weapons,
Five Oaks,271089,2006,Aggravated Assault,
Five Oaks,271089,2006,Arson,
Five Oaks,271089,2006,"Assault, Simple",
Five Oaks,271089,2006,Burglary,
Five Oaks,271089,2006,Curfew,
Five Oaks,271089,2006,Disorderly Conduct,
Five Oaks,271089,2006,Drugs,
Five Oaks,271089,2006,DUII,
Five Oaks,271089,2006,Embezzlement,
Five Oaks,271089,2006,Forgery,
Five Oaks,271089,2006,Fraud,
Five Oaks,271089,2006,Gambling,
Five Oaks,271089,2006,Homicide,
Five Oaks,271089,2006,Kidnap,
Five Oaks,271089,2006,Larceny,
Five Oaks,271089,2006,Liquor Laws,
Five Oaks,271089,2006,Motor Vehicle Theft,
Five Oaks,271089,2006,Offenses Against Family,
Five Oaks,271089,2006,Prostitution,
Five Oaks,271089,2006,Rape,
Five Oaks,271089,2006,Robbery,
Five Oaks,271089,2006,Runaway,
Five Oaks,271089,2006,Sex Offenses,
Five Oaks,271089,2006,Stolen Property,
Five Oaks,271089,2006,Trespass,
Five Oaks,271089,2006,Vandalism,
Five Oaks,271089,2006,Weapons,
Five Oaks,271089,2007,Aggravated Assault,
Five Oaks,271089,2007,Arson,
Five Oaks,271089,2007,"Assault, Simple",
Five Oaks,271089,2007,Burglary,
Five Oaks,271089,2007,Curfew,
Five Oaks,271089,2007,Disorderly Conduct,
Five Oaks,271089,2007,Drugs,
Five Oaks,271089,2007,DUII,
Five Oaks,271089,2007,Embezzlement,
Five Oaks,271089,2007,Forgery,
Five Oaks,271089,2007,Fraud,
Five Oaks,271089,2007,Gambling,
Five Oaks,271089,2007,Homicide,
Five Oaks,271089,2007,Kidnap,
Five Oaks,271089,2007,Larceny,
Five Oaks,271089,2007,Liquor Laws,
Five Oaks,271089,2007,Motor Vehicle Theft,
Five Oaks,271089,2007,Offenses Against Family,
Five Oaks,271089,2007,Prostitution,
Five Oaks,271089,2007,Rape,
Five Oaks,271089,2007,Robbery,
Five Oaks,271089,2007,Runaway,
Five Oaks,271089,2007,Sex Offenses,
Five Oaks,271089,2007,Stolen Property,
Five Oaks,271089,2007,Trespass,
Five Oaks,271089,2007,Vandalism,
Five Oaks,271089,2007,Weapons,
Five Oaks,271089,2008,Aggravated Assault,
Five Oaks,271089,2008,Arson,
Five Oaks,271089,2008,"Assault, Simple",
Five Oaks,271089,2008,Burglary,
Five Oaks,271089,2008,Curfew,
Five Oaks,271089,2008,Disorderly Conduct,
Five Oaks,271089,2008,Drugs,
Five Oaks,271089,2008,DUII,
Five Oaks,271089,2008,Embezzlement,
Five Oaks,271089,2008,Forgery,
Five Oaks,271089,2008,Fraud,
Five Oaks,271089,2008,Gambling,
Five Oaks,271089,2008,Homicide,
Five Oaks,271089,2008,Kidnap,
Five Oaks,271089,2008,Larceny,
Five Oaks,271089,2008,Liquor Laws,
Five Oaks,271089,2008,Motor Vehicle Theft,
Five Oaks,271089,2008,Offenses Against Family,
Five Oaks,271089,2008,Prostitution,
Five Oaks,271089,2008,Rape,
Five Oaks,271089,2008,Robbery,
Five Oaks,271089,2008,Runaway,
Five Oaks,271089,2008,Sex Offenses,
Five Oaks,271089,2008,Stolen Property,
Five Oaks,271089,2008,Trespass,
Five Oaks,271089,2008,Vandalism,
Five Oaks,271089,2008,Weapons,
Five Oaks,271089,2009,Aggravated Assault,
Five Oaks,271089,2009,Arson,
Five Oaks,271089,2009,"Assault, Simple",
Five Oaks,271089,2009,Burglary,
Five Oaks,271089,2009,Curfew,
Five Oaks,271089,2009,Disorderly Conduct,
Five Oaks,271089,2009,Drugs,
Five Oaks,271089,2009,DUII,
Five Oaks,271089,2009,Embezzlement,
Five Oaks,271089,2009,Forgery,
Five Oaks,271089,2009,Fraud,
Five Oaks,271089,2009,Gambling,
Five Oaks,271089,2009,Homicide,
Five Oaks,271089,2009,Kidnap,
Five Oaks,271089,2009,Larceny,
Five Oaks,271089,2009,Liquor Laws,
Five Oaks,271089,2009,Motor Vehicle Theft,
Five Oaks,271089,2009,Offenses Against Family,
Five Oaks,271089,2009,Prostitution,
Five Oaks,271089,2009,Rape,
Five Oaks,271089,2009,Robbery,
Five Oaks,271089,2009,Runaway,
Five Oaks,271089,2009,Sex Offenses,
Five Oaks,271089,2009,Stolen Property,
Five Oaks,271089,2009,Trespass,
Five Oaks,271089,2009,Vandalism,
Five Oaks,271089,2009,Weapons,
Five Oaks,271089,2010,Aggravated Assault,
Five Oaks,271089,2010,Arson,
Five Oaks,271089,2010,"Assault, Simple",
Five Oaks,271089,2010,Burglary,
Five Oaks,271089,2010,Curfew,
Five Oaks,271089,2010,Disorderly Conduct,
Five Oaks,271089,2010,Drugs,
Five Oaks,271089,2010,DUII,
Five Oaks,271089,2010,Embezzlement,
Five Oaks,271089,2010,Forgery,
Five Oaks,271089,2010,Fraud,
Five Oaks,271089,2010,Gambling,
Five Oaks,271089,2010,Homicide,
Five Oaks,271089,2010,Kidnap,
Five Oaks,271089,2010,Larceny,
Five Oaks,271089,2010,Liquor Laws,
Five Oaks,271089,2010,Motor Vehicle Theft,
Five Oaks,271089,2010,Offenses Against Family,
Five Oaks,271089,2010,Prostitution,
Five Oaks,271089,2010,Rape,
Five Oaks,271089,2010,Robbery,
Five Oaks,271089,2010,Runaway,
Five Oaks,271089,2010,Sex Offenses,
Five Oaks,271089,2010,Stolen Property,
Five Oaks,271089,2010,Trespass,
Five Oaks,271089,2010,Vandalism,
Five Oaks,271089,2010,Weapons,
Five Oaks,271089,2011,Aggravated Assault,
Five Oaks,271089,2011,Arson,
Five Oaks,271089,2011,"Assault, Simple",
Five Oaks,271089,2011,Burglary,
Five Oaks,271089,2011,Curfew,
Five Oaks,271089,2011,Disorderly Conduct,
Five Oaks,271089,2011,Drugs,
Five Oaks,271089,2011,DUII,
Five Oaks,271089,2011,Embezzlement,
Five Oaks,271089,2011,Forgery,
Five Oaks,271089,2011,Fraud,2
Five Oaks,271089,2011,Gambling,
Five Oaks,271089,2011,Homicide,
Five Oaks,271089,2011,Kidnap,
Five Oaks,271089,2011,Larceny,
Five Oaks,271089,2011,Liquor Laws,
Five Oaks,271089,2011,Motor Vehicle Theft,
Five Oaks,271089,2011,Offenses Against Family,
Five Oaks,271089,2011,Prostitution,
Five Oaks,271089,2011,Rape,
Five Oaks,271089,2011,Robbery,
Five Oaks,271089,2011,Runaway,
Five Oaks,271089,2011,Sex Offenses,
Five Oaks,271089,2011,Stolen Property,
Five Oaks,271089,2011,Trespass,
Five Oaks,271089,2011,Vandalism,
Five Oaks,271089,2011,Weapons,
Five Oaks,271089,2012,Aggravated Assault,
Five Oaks,271089,2012,Arson,
Five Oaks,271089,2012,"Assault, Simple",
Five Oaks,271089,2012,Burglary,
Five Oaks,271089,2012,Curfew,
Five Oaks,271089,2012,Disorderly Conduct,
Five Oaks,271089,2012,Drugs,1
Five Oaks,271089,2012,DUII,
Five Oaks,271089,2012,Embezzlement,
Five Oaks,271089,2012,Forgery,
Five Oaks,271089,2012,Fraud,
Five Oaks,271089,2012,Gambling,
Five Oaks,271089,2012,Homicide,
Five Oaks,271089,2012,Kidnap,
Five Oaks,271089,2012,Larceny,
Five Oaks,271089,2012,Liquor Laws,
Five Oaks,271089,2012,Motor Vehicle Theft,
Five Oaks,271089,2012,Offenses Against Family,
Five Oaks,271089,2012,Prostitution,
Five Oaks,271089,2012,Rape,
Five Oaks,271089,2012,Robbery,
Five Oaks,271089,2012,Runaway,
Five Oaks,271089,2012,Sex Offenses,
Five Oaks,271089,2012,Stolen Property,
Five Oaks,271089,2012,Trespass,
Five Oaks,271089,2012,Vandalism,
Five Oaks,271089,2012,Weapons,
Five Oaks,271089,2013,Aggravated Assault,
Five Oaks,271089,2013,Arson,
Five Oaks,271089,2013,"Assault, Simple",
Five Oaks,271089,2013,Burglary,
Five Oaks,271089,2013,Curfew,
Five Oaks,271089,2013,Disorderly Conduct,
Five Oaks,271089,2013,Drugs,1
Five Oaks,271089,2013,DUII,
Five Oaks,271089,2013,Embezzlement,
Five Oaks,271089,2013,Forgery,
Five Oaks,271089,2013,Fraud,
Five Oaks,271089,2013,Gambling,
Five Oaks,271089,2013,Homicide,
Five Oaks,271089,2013,Kidnap,
Five Oaks,271089,2013,Larceny,
Five Oaks,271089,2013,Liquor Laws,
Five Oaks,271089,2013,Motor Vehicle Theft,
Five Oaks,271089,2013,Offenses Against Family,
Five Oaks,271089,2013,Prostitution,
Five Oaks,271089,2013,Rape,
Five Oaks,271089,2013,Robbery,
Five Oaks,271089,2013,Runaway,
Five Oaks,271089,2013,Sex Offenses,
Five Oaks,271089,2013,Stolen Property,
Five Oaks,271089,2013,Trespass,
Five Oaks,271089,2013,Vandalism,
Five Oaks,271089,2013,Weapons,
Five Oaks,271089,2014,Aggravated Assault,
Five Oaks,271089,2014,Arson,
Five Oaks,271089,2014,"Assault, Simple",
Five Oaks,271089,2014,Burglary,
Five Oaks,271089,2014,Curfew,
Five Oaks,271089,2014,Disorderly Conduct,
Five Oaks,271089,2014,Drugs,
Five Oaks,271089,2014,DUII,
Five Oaks,271089,2014,Embezzlement,
Five Oaks,271089,2014,Forgery,
