name,regionid,year,violent,count
Island Station,274111,2006,t,
Island Station,274111,2007,f,
Island Station,274111,2007,t,
Island Station,274111,2008,f,
Island Station,274111,2008,t,
Island Station,274111,2009,f,
Island Station,274111,2009,t,
Island Station,274111,2010,f,
Island Station,274111,2010,t,
Island Station,274111,2011,f,
Island Station,274111,2011,t,
Island Station,274111,2012,f,1
Island Station,274111,2012,t,
Island Station,274111,2013,f,
Island Station,274111,2013,t,
Island Station,274111,2014,f,1
Island Station,274111,2014,t,
Kenton,207061,2004,f,190
Kenton,207061,2004,t,40
Kenton,207061,2005,f,564
Kenton,207061,2005,t,145
Kenton,207061,2006,f,536
Kenton,207061,2006,t,142
Kenton,207061,2007,f,467
Kenton,207061,2007,t,105
Kenton,207061,2008,f,458
Kenton,207061,2008,t,108
Kenton,207061,2009,f,462
Kenton,207061,2009,t,104
Kenton,207061,2010,f,362
Kenton,207061,2010,t,111
Kenton,207061,2011,f,397
Kenton,207061,2011,t,80
Kenton,207061,2012,f,416
Kenton,207061,2012,t,98
Kenton,207061,2013,f,360
Kenton,207061,2013,t,95
Kenton,207061,2014,f,363
Kenton,207061,2014,t,88
Kerns,271104,2004,f,353
Kerns,271104,2004,t,51
Kerns,271104,2005,f,1006
Kerns,271104,2005,t,144
Kerns,271104,2006,f,826
Kerns,271104,2006,t,137
Kerns,271104,2007,f,817
Kerns,271104,2007,t,126
Kerns,271104,2008,f,712
Kerns,271104,2008,t,109
Kerns,271104,2009,f,680
Kerns,271104,2009,t,106
Kerns,271104,2010,f,647
Kerns,271104,2010,t,102
Kerns,271104,2011,f,693
Kerns,271104,2011,t,100
Kerns,271104,2012,f,762
Kerns,271104,2012,t,99
Kerns,271104,2013,f,779
Kerns,271104,2013,t,91
Kerns,271104,2014,f,774
Kerns,271104,2014,t,108
King,271105,2004,f,533
King,271105,2004,t,134
King,271105,2005,f,1448
King,271105,2005,t,371
King,271105,2006,f,1298
King,271105,2006,t,363
King,271105,2007,f,1134
King,271105,2007,t,329
King,271105,2008,f,1024
King,271105,2008,t,341
King,271105,2009,f,795
King,271105,2009,t,262
King,271105,2010,f,654
King,271105,2010,t,169
King,271105,2011,f,711
King,271105,2011,t,190
King,271105,2012,f,742
King,271105,2012,t,185
King,271105,2013,f,743
King,271105,2013,t,162
King,271105,2014,f,706
King,271105,2014,t,150
Lake Road,274239,2004,f,
Lake Road,274239,2004,t,
Lake Road,274239,2005,f,
Lake Road,274239,2005,t,
Lake Road,274239,2006,f,
Lake Road,274239,2006,t,
Lake Road,274239,2007,f,
Lake Road,274239,2007,t,
Lake Road,274239,2008,f,
Lake Road,274239,2008,t,
Lake Road,274239,2009,f,
Lake Road,274239,2009,t,
Lake Road,274239,2010,f,1
Lake Road,274239,2010,t,
Lake Road,274239,2011,f,
Lake Road,274239,2011,t,
Lake Road,274239,2012,f,
Lake Road,274239,2012,t,
Lake Road,274239,2013,f,
Lake Road,274239,2013,t,
Lake Road,274239,2014,f,
Lake Road,274239,2014,t,
Lents,207108,2004,f,345
Lents,207108,2004,t,112
Lents,207108,2005,f,1746
Lents,207108,2005,t,435
Lents,207108,2006,f,1684
Lents,207108,2006,t,387
Lents,207108,2007,f,1660
Lents,207108,2007,t,400
Lents,207108,2008,f,1203
Lents,207108,2008,t,332
Lents,207108,2009,f,1210
Lents,207108,2009,t,360
Lents,207108,2010,f,1184
Lents,207108,2010,t,410
Lents,207108,2011,f,1364
Lents,207108,2011,t,372
Lents,207108,2012,f,1198
Lents,207108,2012,t,307
Lents,207108,2013,f,1221
Lents,207108,2013,t,352
Lents,207108,2014,f,1234
Lents,207108,2014,t,321
Lewelling,274295,2004,f,
Lewelling,274295,2004,t,
Lewelling,274295,2005,f,
Lewelling,274295,2005,t,
Lewelling,274295,2006,f,
Lewelling,274295,2006,t,
Lewelling,274295,2007,f,3
Lewelling,274295,2007,t,
Lewelling,274295,2008,f,4
Lewelling,274295,2008,t,
Lewelling,274295,2009,f,1
Lewelling,274295,2009,t,
Lewelling,274295,2010,f,
Lewelling,274295,2010,t,
Lewelling,274295,2011,f,2
Lewelling,274295,2011,t,
Lewelling,274295,2012,f,6
Lewelling,274295,2012,t,
Lewelling,274295,2013,f,6
Lewelling,274295,2013,t,
Lewelling,274295,2014,f,4
Lewelling,274295,2014,t,
Linnton,207125,2004,f,5
Linnton,207125,2004,t,4
Linnton,207125,2005,f,55
Linnton,207125,2005,t,19
Linnton,207125,2006,f,68
Linnton,207125,2006,t,5
Linnton,207125,2007,f,84
Linnton,207125,2007,t,15
Linnton,207125,2008,f,89
Linnton,207125,2008,t,14
Linnton,207125,2009,f,67
Linnton,207125,2009,t,11
Linnton,207125,2010,f,77
Linnton,207125,2010,t,12
Linnton,207125,2011,f,60
Linnton,207125,2011,t,10
Linnton,207125,2012,f,71
Linnton,207125,2012,t,11
Linnton,207125,2013,f,96
Linnton,207125,2013,t,8
Linnton,207125,2014,f,73
Linnton,207125,2014,t,9
Linwood,274327,2004,f,
Linwood,274327,2004,t,
Linwood,274327,2005,f,
Linwood,274327,2005,t,
Linwood,274327,2006,f,
Linwood,274327,2006,t,
Linwood,274327,2007,f,
Linwood,274327,2007,t,
Linwood,274327,2008,f,
Linwood,274327,2008,t,
Linwood,274327,2009,f,
Linwood,274327,2009,t,
Linwood,274327,2010,f,
Linwood,274327,2010,t,
Linwood,274327,2011,f,
Linwood,274327,2011,t,
Linwood,274327,2012,f,
Linwood,274327,2012,t,
Linwood,274327,2013,f,
Linwood,274327,2013,t,1
Linwood,274327,2014,f,1
Linwood,274327,2014,t,
Lloyd,274337,2004,f,218
Lloyd,274337,2004,t,29
Lloyd,274337,2005,f,1733
Lloyd,274337,2005,t,195
Lloyd,274337,2006,f,1808
Lloyd,274337,2006,t,183
Lloyd,274337,2007,f,1909
Lloyd,274337,2007,t,160
Lloyd,274337,2008,f,1668
Lloyd,274337,2008,t,157
Lloyd,274337,2009,f,1682
Lloyd,274337,2009,t,165
Lloyd,274337,2010,f,1523
Lloyd,274337,2010,t,146
Lloyd,274337,2011,f,1315
Lloyd,274337,2011,t,167
Lloyd,274337,2012,f,1648
Lloyd,274337,2012,t,159
Lloyd,274337,2013,f,1548
Lloyd,274337,2013,t,180
Lloyd,274337,2014,f,1395
Lloyd,274337,2014,t,147
Madison South,271108,2004,f,118
Madison South,271108,2004,t,39
Madison South,271108,2005,f,677
Madison South,271108,2005,t,146
Madison South,271108,2006,f,491
Madison South,271108,2006,t,137
Madison South,271108,2007,f,532
Madison South,271108,2007,t,121
Madison South,271108,2008,f,410
Madison South,271108,2008,t,85
Madison South,271108,2009,f,475
Madison South,271108,2009,t,72
Madison South,271108,2010,f,304
Madison South,271108,2010,t,98
Madison South,271108,2011,f,391
Madison South,271108,2011,t,91
Madison South,271108,2012,f,399
Madison South,271108,2012,t,92
Madison South,271108,2013,f,317
Madison South,271108,2013,t,101
Madison South,271108,2014,f,311
Madison South,271108,2014,t,79
Maplewood-Ashcreek,274417,2004,f,100
Maplewood-Ashcreek,274417,2004,t,12
Maplewood-Ashcreek,274417,2005,f,615
Maplewood-Ashcreek,274417,2005,t,96
Maplewood-Ashcreek,274417,2006,f,489
Maplewood-Ashcreek,274417,2006,t,84
Maplewood-Ashcreek,274417,2007,f,437
Maplewood-Ashcreek,274417,2007,t,93
Maplewood-Ashcreek,274417,2008,f,369
Maplewood-Ashcreek,274417,2008,t,73
Maplewood-Ashcreek,274417,2009,f,424
Maplewood-Ashcreek,274417,2009,t,68
Maplewood-Ashcreek,274417,2010,f,361
Maplewood-Ashcreek,274417,2010,t,69
Maplewood-Ashcreek,274417,2011,f,326
Maplewood-Ashcreek,274417,2011,t,75
Maplewood-Ashcreek,274417,2012,f,414
Maplewood-Ashcreek,274417,2012,t,91
Maplewood-Ashcreek,274417,2013,f,272
Maplewood-Ashcreek,274417,2013,t,57
Maplewood-Ashcreek,274417,2014,f,294
Maplewood-Ashcreek,274417,2014,t,61
McLoughlin Industrial,274478,2004,f,
McLoughlin Industrial,274478,2004,t,
McLoughlin Industrial,274478,2005,f,1
McLoughlin Industrial,274478,2005,t,
McLoughlin Industrial,274478,2006,f,
McLoughlin Industrial,274478,2006,t,
McLoughlin Industrial,274478,2007,f,
McLoughlin Industrial,274478,2007,t,
McLoughlin Industrial,274478,2008,f,
McLoughlin Industrial,274478,2008,t,
McLoughlin Industrial,274478,2009,f,
McLoughlin Industrial,274478,2009,t,
McLoughlin Industrial,274478,2010,f,
McLoughlin Industrial,274478,2010,t,
McLoughlin Industrial,274478,2011,f,1
McLoughlin Industrial,274478,2011,t,
McLoughlin Industrial,274478,2012,f,2
McLoughlin Industrial,274478,2012,t,
McLoughlin Industrial,274478,2013,f,
McLoughlin Industrial,274478,2013,t,
McLoughlin Industrial,274478,2014,f,2
McLoughlin Industrial,274478,2014,t,1
Mill Park,271111,2004,f,197
Mill Park,271111,2004,t,35
Mill Park,271111,2005,f,634
Mill Park,271111,2005,t,154
Mill Park,271111,2006,f,647
Mill Park,271111,2006,t,97
Mill Park,271111,2007,f,684
Mill Park,271111,2007,t,135
Mill Park,271111,2008,f,638
Mill Park,271111,2008,t,142
Mill Park,271111,2009,f,523
Mill Park,271111,2009,t,121
Mill Park,271111,2010,f,529
Mill Park,271111,2010,t,136
Mill Park,271111,2011,f,554
Mill Park,271111,2011,t,150
Mill Park,271111,2012,f,480
Mill Park,271111,2012,t,144
Mill Park,271111,2013,f,589
Mill Park,271111,2013,t,119
Mill Park,271111,2014,f,547
Mill Park,271111,2014,t,136
Milwaukie Business-Industry,274545,2004,f,
Milwaukie Business-Industry,274545,2004,t,
Milwaukie Business-Industry,274545,2005,f,
Milwaukie Business-Industry,274545,2005,t,
Milwaukie Business-Industry,274545,2006,f,
Milwaukie Business-Industry,274545,2006,t,
Milwaukie Business-Industry,274545,2007,f,
Milwaukie Business-Industry,274545,2007,t,
Milwaukie Business-Industry,274545,2008,f,
Milwaukie Business-Industry,274545,2008,t,
Milwaukie Business-Industry,274545,2009,f,
Milwaukie Business-Industry,274545,2009,t,
Milwaukie Business-Industry,274545,2010,f,
Milwaukie Business-Industry,274545,2010,t,
Milwaukie Business-Industry,274545,2011,f,
Milwaukie Business-Industry,274545,2011,t,
Milwaukie Business-Industry,274545,2012,f,
Milwaukie Business-Industry,274545,2012,t,
Milwaukie Business-Industry,274545,2013,f,
Milwaukie Business-Industry,274545,2013,t,
Milwaukie Business-Industry,274545,2014,f,
Milwaukie Business-Industry,274545,2014,t,
Montavilla,207230,2004,f,562
Montavilla,207230,2004,t,121
Montavilla,207230,2005,f,1890
Montavilla,207230,2005,t,328
Montavilla,207230,2006,f,1644
Montavilla,207230,2006,t,412
Montavilla,207230,2007,f,1647
Montavilla,207230,2007,t,301
Montavilla,207230,2008,f,1439
Montavilla,207230,2008,t,277
Montavilla,207230,2009,f,1048
Montavilla,207230,2009,t,240
Montavilla,207230,2010,f,1133
Montavilla,207230,2010,t,239
Montavilla,207230,2011,f,1146
Montavilla,207230,2011,t,281
Montavilla,207230,2012,f,1027
Montavilla,207230,2012,t,258
Montavilla,207230,2013,f,956
Montavilla,207230,2013,t,246
Montavilla,207230,2014,f,944
Montavilla,207230,2014,t,234
Mount Scott,274604,2004,f,212
Mount Scott,274604,2004,t,75
Mount Scott,274604,2005,f,723
Mount Scott,274604,2005,t,154
Mount Scott,274604,2006,f,594
Mount Scott,274604,2006,t,140
Mount Scott,274604,2007,f,644
Mount Scott,274604,2007,t,152
Mount Scott,274604,2008,f,477
Mount Scott,274604,2008,t,117
Mount Scott,274604,2009,f,419
Mount Scott,274604,2009,t,121
Mount Scott,274604,2010,f,437
Mount Scott,274604,2010,t,117
Mount Scott,274604,2011,f,465
Mount Scott,274604,2011,t,127
Mount Scott,274604,2012,f,529
Mount Scott,274604,2012,t,139
Mount Scott,274604,2013,f,516
Mount Scott,274604,2013,t,109
Mount Scott,274604,2014,f,469
Mount Scott,274604,2014,t,125
Mount Tabor,274605,2004,f,151
Mount Tabor,274605,2004,t,36
Mount Tabor,274605,2005,f,491
Mount Tabor,274605,2005,t,118
Mount Tabor,274605,2006,f,480
Mount Tabor,274605,2006,t,99
Mount Tabor,274605,2007,f,505
Mount Tabor,274605,2007,t,81
Mount Tabor,274605,2008,f,364
Mount Tabor,274605,2008,t,75
Mount Tabor,274605,2009,f,363
Mount Tabor,274605,2009,t,68
Mount Tabor,274605,2010,f,419
Mount Tabor,274605,2010,t,82
Mount Tabor,274605,2011,f,401
Mount Tabor,274605,2011,t,82
Mount Tabor,274605,2012,f,453
Mount Tabor,274605,2012,t,90
Mount Tabor,274605,2013,f,384
Mount Tabor,274605,2013,t,83
Mount Tabor,274605,2014,f,309
Mount Tabor,274605,2014,t,69
Neighbors Southwest,274653,2004,f,
Neighbors Southwest,274653,2004,t,
Neighbors Southwest,274653,2005,f,
Neighbors Southwest,274653,2005,t,
Neighbors Southwest,274653,2006,f,
Neighbors Southwest,274653,2006,t,
Neighbors Southwest,274653,2007,f,
Neighbors Southwest,274653,2007,t,
Neighbors Southwest,274653,2008,f,
Neighbors Southwest,274653,2008,t,
Neighbors Southwest,274653,2009,f,
Neighbors Southwest,274653,2009,t,
Neighbors Southwest,274653,2010,f,
Neighbors Southwest,274653,2010,t,
Neighbors Southwest,274653,2011,f,
Neighbors Southwest,274653,2011,t,
Neighbors Southwest,274653,2012,f,
Neighbors Southwest,274653,2012,t,
Neighbors Southwest,274653,2013,f,
Neighbors Southwest,274653,2013,t,
Neighbors Southwest,274653,2014,f,
Neighbors Southwest,274653,2014,t,
Northwest,274797,2004,f,905
Northwest,274797,2004,t,135
Northwest,274797,2005,f,2671
Northwest,274797,2005,t,367
Northwest,274797,2006,f,2167
Northwest,274797,2006,t,324
Northwest,274797,2007,f,2266
Northwest,274797,2007,t,331
Northwest,274797,2008,f,2242
Northwest,274797,2008,t,360
Northwest,274797,2009,f,2191
Northwest,274797,2009,t,271
Northwest,274797,2010,f,2505
Northwest,274797,2010,t,279
Northwest,274797,2011,f,2430
Northwest,274797,2011,t,239
Northwest,274797,2012,f,2303
Northwest,274797,2012,t,276
Northwest,274797,2013,f,2102
Northwest,274797,2013,t,253
Northwest,274797,2014,f,2461
Northwest,274797,2014,t,313
Old Town-Chinatown,274898,2004,f,1152
Old Town-Chinatown,274898,2004,t,118
Old Town-Chinatown,274898,2005,f,2475
Old Town-Chinatown,274898,2005,t,310
Old Town-Chinatown,274898,2006,f,2411
Old Town-Chinatown,274898,2006,t,414
Old Town-Chinatown,274898,2007,f,2680
Old Town-Chinatown,274898,2007,t,404
Old Town-Chinatown,274898,2008,f,2666
Old Town-Chinatown,274898,2008,t,382
Old Town-Chinatown,274898,2009,f,2401
Old Town-Chinatown,274898,2009,t,466
Old Town-Chinatown,274898,2010,f,2276
Old Town-Chinatown,274898,2010,t,448
Old Town-Chinatown,274898,2011,f,2824
Old Town-Chinatown,274898,2011,t,445
Old Town-Chinatown,274898,2012,f,2731
Old Town-Chinatown,274898,2012,t,420
Old Town-Chinatown,274898,2013,f,3154
Old Town-Chinatown,274898,2013,t,416
Old Town-Chinatown,274898,2014,f,2917
Old Town-Chinatown,274898,2014,t,406
Overlook,271119,2004,f,172
Overlook,271119,2004,t,56
Overlook,271119,2005,f,705
Overlook,271119,2005,t,131
Overlook,271119,2006,f,624
Overlook,271119,2006,t,138
Overlook,271119,2007,f,635
Overlook,271119,2007,t,158
Overlook,271119,2008,f,546
Overlook,271119,2008,t,113
Overlook,271119,2009,f,521
Overlook,271119,2009,t,92
Overlook,271119,2010,f,486
Overlook,271119,2010,t,83
Overlook,271119,2011,f,522
Overlook,271119,2011,t,107
Overlook,271119,2012,f,592
Overlook,271119,2012,t,123
Overlook,271119,2013,f,481
Overlook,271119,2013,t,85
Overlook,271119,2014,f,525
Overlook,271119,2014,t,111
Parkrose,207340,2004,f,347
Parkrose,207340,2004,t,54
Parkrose,207340,2005,f,1284
Parkrose,207340,2005,t,228
Parkrose,207340,2006,f,1333
Parkrose,207340,2006,t,183
Parkrose,207340,2007,f,1302
Parkrose,207340,2007,t,228
Parkrose,207340,2008,f,1266
Parkrose,207340,2008,t,189
Parkrose,207340,2009,f,944
Parkrose,207340,2009,t,167
Parkrose,207340,2010,f,1054
Parkrose,207340,2010,t,206
Parkrose,207340,2011,f,1041
Parkrose,207340,2011,t,215
Parkrose,207340,2012,f,949
Parkrose,207340,2012,t,200
Parkrose,207340,2013,f,1096
Parkrose,207340,2013,t,170
Parkrose,207340,2014,f,1087
Parkrose,207340,2014,t,204
Pearl District,271122,2004,f,270
Pearl District,271122,2004,t,39
Pearl District,271122,2005,f,814
Pearl District,271122,2005,t,121
Pearl District,271122,2006,f,825
Pearl District,271122,2006,t,109
Pearl District,271122,2007,f,867
Pearl District,271122,2007,t,130
Pearl District,271122,2008,f,887
Pearl District,271122,2008,t,134
Pearl District,271122,2009,f,1006
Pearl District,271122,2009,t,107
Pearl District,271122,2010,f,1080
Pearl District,271122,2010,t,92
Pearl District,271122,2011,f,1292
Pearl District,271122,2011,t,110
Pearl District,271122,2012,f,1240
Pearl District,271122,2012,t,130
Pearl District,271122,2013,f,1322
Pearl District,271122,2013,t,127
Pearl District,271122,2014,f,1478
Pearl District,271122,2014,t,140
Pleasant Valley,275055,2004,f,60
Pleasant Valley,275055,2004,t,19
Pleasant Valley,275055,2005,f,402
Pleasant Valley,275055,2005,t,118
Pleasant Valley,275055,2006,f,412
Pleasant Valley,275055,2006,t,101
Pleasant Valley,275055,2007,f,411
Pleasant Valley,275055,2007,t,120
Pleasant Valley,275055,2008,f,356
Pleasant Valley,275055,2008,t,101
Pleasant Valley,275055,2009,f,379
Pleasant Valley,275055,2009,t,108
Pleasant Valley,275055,2010,f,375
Pleasant Valley,275055,2010,t,146
Pleasant Valley,275055,2011,f,326
Pleasant Valley,275055,2011,t,103
Pleasant Valley,275055,2012,f,336
Pleasant Valley,275055,2012,t,118
Pleasant Valley,275055,2013,f,254
Pleasant Valley,275055,2013,t,94
Pleasant Valley,275055,2014,f,270
Pleasant Valley,275055,2014,t,77
Portsmith,275080,2004,f,128
Portsmith,275080,2004,t,35
Portsmith,275080,2005,f,480
Portsmith,275080,2005,t,113
Portsmith,275080,2006,f,559
Portsmith,275080,2006,t,150
Portsmith,275080,2007,f,591
Portsmith,275080,2007,t,168
Portsmith,275080,2008,f,571
Portsmith,275080,2008,t,150
Portsmith,275080,2009,f,472
Portsmith,275080,2009,t,126
Portsmith,275080,2010,f,478
Portsmith,275080,2010,t,167
Portsmith,275080,2011,f,455
Portsmith,275080,2011,t,146
Portsmith,275080,2012,f,428
Portsmith,275080,2012,t,133
Portsmith,275080,2013,f,505
Portsmith,275080,2013,t,159
Portsmith,275080,2014,f,393
Portsmith,275080,2014,t,124
Powellhurst,207384,2004,f,322
Powellhurst,207384,2004,t,94
Powellhurst,207384,2005,f,1971
Powellhurst,207384,2005,t,558
Powellhurst,207384,2006,f,1670
Powellhurst,207384,2006,t,450
Powellhurst,207384,2007,f,1703
Powellhurst,207384,2007,t,500
Powellhurst,207384,2008,f,1626
Powellhurst,207384,2008,t,420
Powellhurst,207384,2009,f,1569
Powellhurst,207384,2009,t,447
Powellhurst,207384,2010,f,1695
Powellhurst,207384,2010,t,490
Powellhurst,207384,2011,f,1423
Powellhurst,207384,2011,t,447
Powellhurst,207384,2012,f,1470
Powellhurst,207384,2012,t,465
Powellhurst,207384,2013,f,1518
Powellhurst,207384,2013,t,449
Powellhurst,207384,2014,f,1442
Powellhurst,207384,2014,t,371
Raleigh West,275125,2004,f,
Raleigh West,275125,2004,t,
Raleigh West,275125,2005,f,
Raleigh West,275125,2005,t,
Raleigh West,275125,2006,f,
Raleigh West,275125,2006,t,
Raleigh West,275125,2007,f,
Raleigh West,275125,2007,t,
Raleigh West,275125,2008,f,
Raleigh West,275125,2008,t,
Raleigh West,275125,2009,f,
Raleigh West,275125,2009,t,
Raleigh West,275125,2010,f,1
Raleigh West,275125,2010,t,
Raleigh West,275125,2011,f,1
Raleigh West,275125,2011,t,
Raleigh West,275125,2012,f,
Raleigh West,275125,2012,t,
Raleigh West,275125,2013,f,2
Raleigh West,275125,2013,t,
Raleigh West,275125,2014,f,
Raleigh West,275125,2014,t,
Reed,344057,2004,f,64
Reed,344057,2004,t,19
Reed,344057,2005,f,204
Reed,344057,2005,t,52
Reed,344057,2006,f,192
Reed,344057,2006,t,60
Reed,344057,2007,f,194
Reed,344057,2007,t,42
Reed,344057,2008,f,129
Reed,344057,2008,t,30
Reed,344057,2009,f,111
Reed,344057,2009,t,31
Reed,344057,2010,f,136
Reed,344057,2010,t,31
Reed,344057,2011,f,139
Reed,344057,2011,t,41
Reed,344057,2012,f,149
Reed,344057,2012,t,48
Reed,344057,2013,f,137
Reed,344057,2013,t,30
Reed,344057,2014,f,130
Reed,344057,2014,t,22
Richmond,276532,2004,f,636
Richmond,276532,2004,t,131
Richmond,276532,2005,f,1461
Richmond,276532,2005,t,299
Richmond,276532,2006,f,1337
Richmond,276532,2006,t,293
Richmond,276532,2007,f,1344
Richmond,276532,2007,t,234
Richmond,276532,2008,f,1063
Richmond,276532,2008,t,186
Richmond,276532,2009,f,1122
Richmond,276532,2009,t,152
Richmond,276532,2010,f,1178
Richmond,276532,2010,t,165
Richmond,276532,2011,f,1161
Richmond,276532,2011,t,157
Richmond,276532,2012,f,1152
Richmond,276532,2012,t,200
Richmond,276532,2013,f,1256
Richmond,276532,2013,t,168
Richmond,276532,2014,f,1393
Richmond,276532,2014,t,139
Roseway,271127,2004,f,572
Roseway,271127,2004,t,141
Roseway,271127,2005,f,1818
Roseway,271127,2005,t,436
Roseway,271127,2006,f,1599
Roseway,271127,2006,t,390
Roseway,271127,2007,f,1543
Roseway,271127,2007,t,319
Roseway,271127,2008,f,1382
Roseway,271127,2008,t,272
Roseway,271127,2009,f,1252
Roseway,271127,2009,t,272
Roseway,271127,2010,f,1133
Roseway,271127,2010,t,269
Roseway,271127,2011,f,1271
Roseway,271127,2011,t,270
Roseway,271127,2012,f,1433
Roseway,271127,2012,t,274
Roseway,271127,2013,f,1374
Roseway,271127,2013,t,255
Roseway,271127,2014,f,1164
Roseway,271127,2014,t,246
Ross Island,275256,2004,f,
Ross Island,275256,2004,t,
Ross Island,275256,2005,f,
Ross Island,275256,2005,t,
Ross Island,275256,2006,f,
Ross Island,275256,2006,t,
Ross Island,275256,2007,f,
Ross Island,275256,2007,t,
Ross Island,275256,2008,f,
Ross Island,275256,2008,t,
Ross Island,275256,2009,f,
Ross Island,275256,2009,t,
Ross Island,275256,2010,f,
Ross Island,275256,2010,t,
Ross Island,275256,2011,f,
Ross Island,275256,2011,t,
Ross Island,275256,2012,f,
Ross Island,275256,2012,t,
Ross Island,275256,2013,f,
Ross Island,275256,2013,t,
Ross Island,275256,2014,f,
Ross Island,275256,2014,t,
Saintjohns,275553,2004,f,124
Saintjohns,275553,2004,t,36
Saintjohns,275553,2005,f,524
Saintjohns,275553,2005,t,155
Saintjohns,275553,2006,f,534
Saintjohns,275553,2006,t,183
Saintjohns,275553,2007,f,488
Saintjohns,275553,2007,t,122
Saintjohns,275553,2008,f,417
Saintjohns,275553,2008,t,115
Saintjohns,275553,2009,f,400
Saintjohns,275553,2009,t,119
Saintjohns,275553,2010,f,334
Saintjohns,275553,2010,t,83
Saintjohns,275553,2011,f,330
Saintjohns,275553,2011,t,100
Saintjohns,275553,2012,f,323
Saintjohns,275553,2012,t,71
Saintjohns,275553,2013,f,329
Saintjohns,275553,2013,t,82
Saintjohns,275553,2014,f,247
Saintjohns,275553,2014,t,79
Sellwood-Moreland,275327,2004,f,226
Sellwood-Moreland,275327,2004,t,41
Sellwood-Moreland,275327,2005,f,659
Sellwood-Moreland,275327,2005,t,122
Sellwood-Moreland,275327,2006,f,657
Sellwood-Moreland,275327,2006,t,135
Sellwood-Moreland,275327,2007,f,522
Sellwood-Moreland,275327,2007,t,119
Sellwood-Moreland,275327,2008,f,544
Sellwood-Moreland,275327,2008,t,106
Sellwood-Moreland,275327,2009,f,409
Sellwood-Moreland,275327,2009,t,82
Sellwood-Moreland,275327,2010,f,425
Sellwood-Moreland,275327,2010,t,74
Sellwood-Moreland,275327,2011,f,636
Sellwood-Moreland,275327,2011,t,96
Sellwood-Moreland,275327,2012,f,611
Sellwood-Moreland,275327,2012,t,125
Sellwood-Moreland,275327,2013,f,560
Sellwood-Moreland,275327,2013,t,77
Sellwood-Moreland,275327,2014,f,511
Sellwood-Moreland,275327,2014,t,76
Sexton Mountain,271131,2004,f,
Sexton Mountain,271131,2004,t,
Sexton Mountain,271131,2005,f,
Sexton Mountain,271131,2005,t,
Sexton Mountain,271131,2006,f,
Sexton Mountain,271131,2006,t,
Sexton Mountain,271131,2007,f,
Sexton Mountain,271131,2007,t,
Sexton Mountain,271131,2008,f,
Sexton Mountain,271131,2008,t,
Sexton Mountain,271131,2009,f,
Sexton Mountain,271131,2009,t,
Sexton Mountain,271131,2010,f,
Sexton Mountain,271131,2010,t,
Sexton Mountain,271131,2011,f,
Sexton Mountain,271131,2011,t,
Sexton Mountain,271131,2012,f,
Sexton Mountain,271131,2012,t,
Sexton Mountain,271131,2013,f,
Sexton Mountain,271131,2013,t,
Sexton Mountain,271131,2014,f,
Sexton Mountain,271131,2014,t,
South Beaverton,275412,2004,f,
South Beaverton,275412,2004,t,
South Beaverton,275412,2005,f,
South Beaverton,275412,2005,t,
South Beaverton,275412,2006,f,
South Beaverton,275412,2006,t,
South Beaverton,275412,2007,f,
South Beaverton,275412,2007,t,
South Beaverton,275412,2008,f,
South Beaverton,275412,2008,t,
South Beaverton,275412,2009,f,
South Beaverton,275412,2009,t,
South Beaverton,275412,2010,f,
South Beaverton,275412,2010,t,
South Beaverton,275412,2011,f,
South Beaverton,275412,2011,t,
South Beaverton,275412,2012,f,
South Beaverton,275412,2012,t,
South Beaverton,275412,2013,f,
South Beaverton,275412,2013,t,
South Beaverton,275412,2014,f,
South Beaverton,275412,2014,t,
South Tabor,344059,2004,f,190
South Tabor,344059,2004,t,70
South Tabor,344059,2005,f,632
South Tabor,344059,2005,t,150
South Tabor,344059,2006,f,488
South Tabor,344059,2006,t,114
South Tabor,344059,2007,f,526
South Tabor,344059,2007,t,123
South Tabor,344059,2008,f,445
South Tabor,344059,2008,t,99
South Tabor,344059,2009,f,309
South Tabor,344059,2009,t,87
South Tabor,344059,2010,f,402
South Tabor,344059,2010,t,64
South Tabor,344059,2011,f,389
South Tabor,344059,2011,t,91
South Tabor,344059,2012,f,434
South Tabor,344059,2012,t,143
South Tabor,344059,2013,f,381
South Tabor,344059,2013,t,96
South Tabor,344059,2014,f,318
South Tabor,344059,2014,t,81
Southwest Hills,271136,2004,f,23
Southwest Hills,271136,2004,t,5
Southwest Hills,271136,2005,f,203
Southwest Hills,271136,2005,t,42
Southwest Hills,271136,2006,f,190
Southwest Hills,271136,2006,t,26
Southwest Hills,271136,2007,f,199
Southwest Hills,271136,2007,t,21
Southwest Hills,271136,2008,f,149
Southwest Hills,271136,2008,t,19
Southwest Hills,271136,2009,f,116
Southwest Hills,271136,2009,t,20
Southwest Hills,271136,2010,f,131
Southwest Hills,271136,2010,t,27
Southwest Hills,271136,2011,f,140
Southwest Hills,271136,2011,t,40
Southwest Hills,271136,2012,f,147
Southwest Hills,271136,2012,t,27
Southwest Hills,271136,2013,f,97
Southwest Hills,271136,2013,t,29
Southwest Hills,271136,2014,f,112
Southwest Hills,271136,2014,t,40
Sunderland,271139,2004,f,21
Sunderland,271139,2004,t,5
Sunderland,271139,2005,f,121
Sunderland,271139,2005,t,23
Sunderland,271139,2006,f,109
Sunderland,271139,2006,t,18
Sunderland,271139,2007,f,124
Sunderland,271139,2007,t,24
Sunderland,271139,2008,f,192
